# AZMP_SST_Monthly.dat   2020-03-21 11:43
# Peter Galbraith <Peter.Galbraith@dfo-mpo.gc.ca>
#
# SST averaged monthly over AE regions.
#
# col  1: Year
# col  2: Month
#
# col  3: SST in NAFO 2G
# col  4: SST in NAFO 2H
# col  5: SST in NAFO 2J
# col  6: SST in NAFO 3K 
# col  7: SST in NAFO 3L
# col  8: SST in NAFO 3M
# col  9: SST in NAFO 3N
# col 10: SST in NAFO 3O
# col 11: SST in NAFO 3P
# col 12: SST in GSL
# col 13: SST in Estuary
# col 14: SST in NAFO 4Vn
# col 15: SST in NAFO 4Vs
# col 17: SST in NAFO 4W
# col 18: SST in NAFO 4X SS
# col 19: SST in NAFO 4X eGdM+BdF
# col 20: SST standardized anomaly in NAFO 2G
# col 21: SST standardized anomaly in NAFO 2H
# col 22: SST standardized anomaly in NAFO 2J
# col 23: SST standardized anomaly in NAFO 3K
# col 24: SST standardized anomaly in NAFO 3L 
# col 25: SST standardized anomaly in NAFO 3M 
# col 26: SST standardized anomaly in NAFO 3N
# col 27: SST standardized anomaly in NAFO 3O
# col 28: SST standardized anomaly in NAFO 3P
# col 29: SST standardized anomaly in GSL
# col 30: SST standardized anomaly in Estuary
# col 31: SST standardized anomaly in NAFO 4Vn
# col 32: SST standardized anomaly in NAFO 4Vs
# col 33: SST standardized anomaly in NAFO 4W
# col 34: SST standardized anomaly in NAFO 4X SS
# col 35: SST standardized anomaly in NAFO 4X eGdM+BdF
#
# Missing value parameter: -99
#Yr  Mn    2G    2H    2J    3K    3L    3M    3N    3O    3P   GSL   Est   4Vn   4Vs    4W  4XSS 4XeGdM   2J    3K    3L    3M    3N    3O    3P   GSL   Est   4Vn   4Vs    4W  4XSS 4XeGdM
2008 04   -99   -99   -99   -99  0.12  3.55  2.12  3.17  0.97  0.21  1.33  0.36  1.14  2.21  2.34  3.66   -99   -99 -0.43 -0.35  0.33  0.75  0.05  0.23  0.10  0.15 -0.16  0.06  0.39  0.41
2008 05   -99   -99  0.34  0.99  1.55  4.98  3.78  5.00  2.90  4.20  5.70  2.64  3.01  3.76  4.05  5.39  0.05  0.21 -0.15 -0.30  0.22  0.40 -0.21  1.11  1.22 -0.05 -0.67 -1.05 -0.84 -0.17
2008 06  0.92  2.38  3.41  4.69  5.82  8.60  6.86  7.65  6.96  8.69  8.84  7.64  7.66  8.71  9.91  9.35  1.53  1.36  1.11  1.09 -0.15 -0.65 -0.15  0.35  0.63  0.02 -0.32 -0.45  0.54  0.69
2008 07  3.76  6.44  7.97 10.07 11.28 12.61 14.57 15.18 13.30 14.99 11.48 15.45 15.28 16.31 15.60 13.24  2.67  2.40  1.55  1.33  1.58  1.22  0.74  1.38  0.79  1.60  1.30  1.36  1.36  1.00
2008 08  4.37  7.40  9.11 11.87 11.80 12.21 14.57 15.26 14.75 16.14 12.21 16.21 15.72 16.85 16.40 13.42  1.73  1.48 -0.85 -0.80 -0.82 -1.60 -1.19  0.72  1.96 -1.01 -1.77 -1.13 -0.01 -0.27
2008 09  2.80  5.22  7.27 10.61 12.10 12.33 13.85 15.03 13.92 13.18  8.26 14.85 15.06 15.46 15.30 12.95  1.94  2.10  0.66 -0.26  0.52 -0.39 -0.22  0.59  0.74  0.10 -0.71 -1.28 -0.49 -0.16
2008 10  1.05  2.23  3.32  6.45  9.18 10.93 10.61 12.14 10.81  8.69  4.38 10.77 12.08 13.05 12.40 11.48  0.72  1.44  1.02  0.61  0.49 -0.27  0.14  0.37 -0.05  0.01 -0.14 -0.47 -0.86 -0.18
2008 11  0.09  0.59  1.50  3.39  6.26  9.13  7.77  9.67  7.69  4.96  2.03  7.12  8.39  9.65  9.68  9.23  0.58  1.22  1.40  0.83  1.06  0.83  0.84  0.63  0.11  0.54  0.43  0.34  0.15 -0.11
2008 12   -99   -99  0.21  1.12  3.24  7.39  5.36  7.19  4.88  1.93   -99  3.64  5.21  6.38  6.71  6.93  0.13  0.37  1.13  1.23  1.54  1.82  1.18  0.37   -99  0.42  0.64  0.70  0.83  0.15
2009 01   -99   -99   -99   -99  0.68  4.43  2.88  4.03  1.85   -99   -99   -99  2.24  3.02  2.83  4.21   -99   -99  0.16  0.09  0.71  0.88  0.27   -99   -99   -99  0.25  0.08  0.22  0.12
2009 02   -99   -99   -99   -99   -99  3.29  1.95  2.81  0.95   -99   -99   -99  1.22  1.47  0.96  2.80   -99   -99   -99 -0.51  0.37  0.72  0.17   -99   -99   -99  0.18 -0.20 -0.27  0.11
2009 03   -99   -99   -99   -99   -99  2.90  1.79  2.63  0.59   -99 -0.70   -99  0.90  1.23  0.95  2.56   -99   -99   -99 -0.77  0.73  1.02  0.30   -99 -0.21   -99  0.31 -0.07  0.04  0.25
2009 04   -99   -99   -99   -99  0.44  3.11  2.62  4.00  1.45 -0.32  1.18  0.09  1.40  2.52  2.77  3.71   -99   -99 -0.11 -0.79  0.83  1.58  0.53 -0.30 -0.05 -0.12  0.10  0.37  0.82  0.46
2009 05   -99   -99   -99  0.29  1.81  4.09  4.56  6.31  4.02  3.00  4.00  3.07  4.56  5.58  5.74  6.04   -99 -0.49  0.11 -1.19  1.00  1.71  0.91 -0.09 -0.48  0.38  0.88  0.77  0.85  0.48
2009 06  0.48  0.93  2.10  3.64  5.50  7.05  7.74  9.25  8.43  9.19  7.76  8.71  9.17 10.33 10.34  9.44  0.22  0.31  0.79 -0.46  0.73  0.95  1.32  0.85 -0.45  1.09  1.19  1.17  0.97  0.78
2009 07  3.63  4.96  5.58  7.33 10.31 10.45 12.08 14.32 13.44 13.48 10.51 13.90 14.99 15.70 15.30 12.76  0.28 -0.34  0.58 -0.83 -0.91  0.36  0.88 -0.13 -0.18  0.05  1.01  0.75  1.06  0.52
2009 08  2.73  5.79  8.08 10.76 12.47 12.71 16.23 17.66 16.46 16.24 11.00 17.96 17.48 17.83 16.31 14.39  0.70  0.37 -0.18 -0.30  0.84  0.80  0.52  0.82  0.75  0.74 -0.01 -0.15 -0.10  0.70
2009 09  1.98  3.28  4.39  7.66  9.79 10.58 12.73 15.09 13.21 11.98  6.89 14.10 14.81 15.53 14.43 12.93 -0.94 -0.85 -1.65 -2.01 -0.60 -0.33 -0.93 -0.61 -0.63 -0.65 -0.96 -1.21 -1.36 -0.18
2009 10  0.95  1.94  2.50  4.11  6.43  8.66  8.94 10.76  9.22  8.11  4.94 10.41 11.43 13.14 13.00 11.67 -0.10 -0.90 -1.73 -1.66 -1.18 -1.65 -1.45 -0.21  0.51 -0.35 -0.79 -0.38 -0.26  0.01
2009 11   -99  0.29  0.66  1.64  3.10  6.17  4.77  6.87  5.49  4.41  2.74  6.10  6.94  8.91  9.74  9.71 -0.26 -0.53 -1.76 -2.13 -1.94 -1.97 -1.36  0.08  0.82 -0.48 -1.02 -0.40  0.21  0.37
2009 12   -99   -99   -99  0.49  1.19  4.63  2.55  4.19  2.99  1.76  0.20  3.44  3.83  5.72  6.38  7.47   -99 -0.26 -0.92 -1.53 -1.27 -1.18 -0.71  0.20  0.18  0.22 -0.74  0.04  0.50  0.69
2010 01   -99   -99   -99   -99  0.13  3.97  1.28  2.39  1.44 -0.31   -99  0.92  2.12  3.22  3.10  4.31   -99   -99 -0.39 -0.37 -0.89 -0.76 -0.14  0.00   -99 -0.02  0.13  0.28  0.49  0.22
2010 02   -99   -99   -99   -99 -0.08  3.47  0.79  1.01  0.22   -99   -99   -99  0.64  1.31  1.32  2.90   -99   -99 -0.30 -0.33 -0.79 -1.08 -0.56   -99   -99   -99 -0.40 -0.36  0.09  0.21
2010 03   -99   -99   -99 -1.20  0.25  3.62  0.95  1.24  0.31 -0.83  0.40 -0.06  1.06  2.02  1.54  2.67   -99 -0.26 -0.07 -0.05 -0.11 -0.37  0.02  0.20  0.89  0.47  0.47  0.72  0.63  0.36
2010 04   -99   -99   -99 -0.33  0.69  4.12  2.13  2.43  1.30  0.70  2.14  0.85  1.92  3.09  3.39  4.25   -99  0.02  0.14  0.22  0.34  0.01  0.38  0.72  0.91  0.64  0.62  0.94  1.44  1.00
2010 05   -99   -99  0.16  0.81  1.72  5.52  3.26  4.00  3.27  3.86  5.62  3.29  4.50  5.81  6.24  6.71 -0.13  0.03  0.02  0.24 -0.30 -0.60  0.16  0.77  1.14  0.60  0.82  1.00  1.35  1.15
2010 06  0.49  1.56  1.63  3.01  3.68  6.53  6.01  7.13  6.45  8.08  8.77  7.32  7.47  9.68 10.36  9.51 -0.25 -0.32 -1.03 -0.98 -1.00 -1.17 -0.66 -0.26  0.56 -0.30 -0.51  0.52  0.99  0.85
2010 07  3.17  5.51  5.94  8.03  9.68 10.59 13.13 13.90 12.80 14.15 11.28 14.67 15.30 16.66 15.43 13.38  0.64  0.36 -0.05 -0.69  0.14 -0.06  0.24  0.54  0.59  0.82  1.32  1.71  1.19  1.14
2010 08  4.63  7.56  9.13 11.34 12.66 13.47 14.79 15.91 16.72 16.49 10.76 18.29 18.45 18.96 17.36 14.19  1.75  0.95  0.01  0.46 -0.60 -0.95  0.78  1.07  0.51  1.07  0.96  0.98  0.95  0.50
2010 09  2.89  4.70  5.85  9.06 11.51 13.10 13.27 15.11 14.90 13.16  8.39 14.85 16.33 16.82 15.01 13.85  0.52  0.55  0.07  0.51 -0.06 -0.31  0.76  0.57  0.87  0.10  0.56  0.08 -0.78  0.74
2010 10  1.77  2.52  2.92  5.25  7.86 10.49 10.14 11.51 10.60  8.76  5.01 11.14 12.50 13.69 13.45 12.38  0.32  0.24 -0.30  0.17  0.02 -0.90 -0.07  0.44  0.58  0.38  0.28  0.17  0.19  0.72
2010 11  0.85  1.26  1.57  2.62  5.19  8.20  7.38  8.79  7.15  5.12  2.15  6.91  8.23  9.69  9.79  9.73  0.65  0.45  0.33 -0.10  0.67 -0.05  0.30  0.79  0.23  0.33  0.27  0.38  0.26  0.39
2010 12 -0.23 -0.14  0.17  0.96  2.64  6.92  4.48  5.91  4.24  2.27  0.64  3.90  5.38  6.42  6.98  7.15  0.09  0.21  0.53  0.76  0.66  0.54  0.54  0.71  0.62  0.68  0.81  0.74  1.10  0.37
2011 01   -99   -99   -99   -99  1.41  5.72  3.52  3.91  2.58   -99   -99  1.78  2.88  4.06  4.05  4.90   -99   -99  0.89  1.38  1.35  0.76  1.00   -99   -99  0.84  0.89  1.12  1.44  0.81
2011 02   -99   -99   -99   -99   -99  4.05  2.38  2.60  1.27   -99   -99   -99  1.95  2.69  1.99  3.40   -99   -99   -99  0.25  0.80  0.51  0.49   -99   -99   -99  0.91  1.02  0.76  0.71
2011 03   -99   -99   -99   -99  0.39  3.75  1.76  2.13  0.87 -1.29 -0.75 -0.41  0.99  1.74  1.46  2.78   -99   -99  0.07  0.08  0.70  0.52  0.58 -0.26 -0.26  0.12  0.40  0.44  0.55  0.47
2011 04   -99   -99 -1.14 -0.59  0.57  3.71  2.09  2.94  1.50 -0.12  1.06  0.42  1.66  2.44  2.45  3.93 -0.33 -0.24  0.02 -0.19  0.30  0.52  0.58 -0.10 -0.17  0.21  0.36  0.29  0.50  0.68
2011 05   -99 -0.51  0.10  1.21  2.81  5.88  5.82  6.40  3.99  3.26  4.29  3.55  5.07  6.33  5.67  5.84 -0.19  0.43  1.11  0.60  2.26  1.80  0.88  0.17 -0.19  0.86  1.39  1.52  0.78  0.28
2011 06  0.35  1.14  2.05  3.62  5.27  8.53  7.53  8.83  7.02  7.99  8.78  6.95  8.03  9.09  9.45  9.26  0.17  0.29  0.56  1.02  0.52  0.53 -0.09 -0.35  0.57 -0.67  0.05 -0.07  0.08  0.60
2011 07  2.50  5.13  6.05  7.12  8.96 12.06 14.22 14.31 11.63 13.11 11.65 12.42 12.91 13.93 13.92 12.66  0.75 -0.55 -0.77  0.78  1.23  0.35 -0.93 -0.50  0.96 -1.43 -1.07 -1.02 -0.32  0.42
2011 08  3.18  6.01  7.63 10.68 11.37 12.07 15.36 15.90 14.30 15.59 11.57 16.04 15.75 16.79 16.14 14.01  0.25  0.29 -1.28 -0.94 -0.03 -0.96 -1.64  0.17  1.32 -1.18 -1.74 -1.19 -0.27  0.32
2011 09  2.50  4.25  5.46  9.20 11.10 12.14 13.61 15.61 14.30 12.73  8.20 15.39 15.92 16.86 16.59 13.91  0.13  0.69 -0.34 -0.45  0.28  0.19  0.16  0.14  0.68  0.64  0.15  0.12  0.80  0.80
2011 10  1.45  2.42  2.75  4.94  7.73  9.69 10.40 12.21  9.90  8.56  5.39 10.25 11.69 13.06 14.26 12.34  0.15 -0.07 -0.43 -0.63  0.28 -0.20 -0.77  0.24  0.96 -0.51 -0.53 -0.46  1.00  0.68
2011 11  0.64  1.00  1.57  2.81  4.26  7.07  6.42  7.68  6.30  5.11  2.67  6.92  7.36  9.22  9.38  9.58  0.65  0.64 -0.60 -1.23 -0.29 -1.16 -0.55  0.78  0.75  0.34 -0.60 -0.09 -0.15  0.24
2011 12   -99 -0.40  0.01  0.84  2.16  5.46  3.92  5.71  4.18  2.23  0.39  4.05  5.30  6.97  7.01  7.86 -0.07  0.09  0.05 -0.70  0.10  0.34  0.48  0.67  0.37  0.83  0.73  1.29  1.13  1.08
2012 01   -99   -99   -99   -99  0.95  4.21  2.29  4.09  2.35   -99   -99  1.66  3.12  4.80  4.72  5.75   -99   -99  0.43 -0.13  0.12  0.94  0.77   -99   -99  0.72  1.13  1.86  2.11  1.66
2012 02   -99   -99   -99   -99   -99  3.57  1.81  2.98  1.22   -99   -99  0.32  1.74  2.87  2.79  4.30   -99   -99   -99 -0.23  0.23  0.89  0.44   -99   -99  0.73  0.70  1.20  1.56  1.61
2012 03   -99   -99   -99   -99   -99  3.20  1.54  2.75  0.91 -1.42 -0.28 -0.47  1.40  2.36  2.19  3.90   -99   -99   -99 -0.47  0.48  1.14  0.62 -0.39  0.21  0.06  0.81  1.06  1.28  1.59
2012 04   -99   -99   -99   -99  0.70  5.10  3.36  4.31  1.91  0.53  1.53  0.88  2.31  3.41  3.77  4.94   -99   -99  0.15  1.20  1.57  1.89  0.99  0.55  0.30  0.67  1.01  1.26  1.82  1.69
2012 05   -99   -99 -0.05  0.99  2.41  6.47  5.61  7.05  5.24  4.31  5.47  4.65  5.75  6.74  6.84  7.40 -0.34  0.21  0.71  1.19  2.05  2.45  2.13  1.22  0.99  1.96  2.07  1.93  1.95  1.84
2012 06  0.63  2.08  3.22  4.31  5.52  8.33  7.13  9.08  8.73  9.63  9.67  9.10  8.83  9.97 11.15 10.68  1.34  0.98  0.81  0.82  0.12  0.78  1.62  1.29  1.46  1.48  0.85  0.81  1.78  2.02
2012 07  3.05  6.04  7.33  9.52 11.21 12.86 14.24 15.78 14.74 15.02 11.75 15.60 15.55 16.47 16.71 14.62  2.03  1.85  1.48  1.58  1.25  1.82  2.18  1.41  1.06  1.75  1.57  1.52  2.47  2.38
2012 08  3.64  7.25  9.30 12.67 14.45 14.33 16.47 18.16 17.92 17.40 12.29 19.05 19.77 19.99 18.76 15.97  1.92  2.28  1.80  1.32  1.08  1.30  1.98  1.98  2.04  1.83  2.28  2.01  2.35  2.28
2012 09  2.65  4.95  7.56 10.66 12.64 14.51 14.84 16.62 15.47 14.16  8.20 16.04 17.44 18.20 17.05 14.94  2.23  2.15  1.20  1.92  1.51  1.20  1.33  1.57  0.68  1.29  1.67  1.46  1.26  1.83
2012 10  1.37  2.26  3.17  6.27  9.24 11.24 10.97 13.19 11.72  8.83  5.35 11.91 13.68 14.86 14.21 13.12  0.57  1.26  1.08  0.92  0.85  0.78  1.05  0.51  0.92  1.15  1.46  1.34  0.95  1.46
2012 11   -99  0.95  1.13  2.60  6.01  9.22  7.86  9.94  8.22  5.34  2.59  7.75  9.48 11.26 11.33 10.91  0.21  0.43  1.15  0.92  1.15  1.10  1.37  1.01  0.67  1.17  1.52  1.95  1.80  1.57
2012 12   -99   -99   -99  0.59  2.28  6.00  4.28  5.44  4.42  2.04  0.18  4.16  5.64  7.44  7.75  8.13   -99 -0.16  0.17 -0.16  0.46  0.07  0.72  0.48  0.16  0.94  1.07  1.76  1.87  1.35
2013 01   -99   -99   -99   -99   -99  4.20  2.16  3.37  1.38   -99   -99  1.17  2.48  4.03  4.26  5.83   -99   -99   -99 -0.14 -0.01  0.22 -0.20   -99   -99  0.23  0.49  1.09  1.65  1.74
2013 02   -99   -99   -99   -99   -99  3.22  1.18  2.57  0.62   -99   -99 -0.79  1.24  2.64  2.13  3.91   -99   -99   -99 -0.58 -0.40  0.48 -0.16   -99   -99 -0.39  0.20  0.97  0.90  1.22
2013 03   -99   -99   -99   -99  0.07  4.12  1.20  1.93  0.85   -99  0.20   -99  1.03  2.13  1.91  3.14   -99   -99 -0.25  0.45  0.14  0.32  0.56   -99  0.69   -99  0.44  0.83  1.00  0.83
2013 04   -99   -99   -99 -0.80  0.31  3.91  1.26  2.47  1.30  0.18  0.99  0.14  1.55  2.52  2.99  4.17   -99 -0.45 -0.24  0.01 -0.53  0.05  0.38  0.20 -0.24 -0.07  0.25  0.37  1.04  0.92
2013 05   -99   -99 -0.10  0.84  2.22  6.50  4.48  5.25  4.21  3.82  4.88  3.59  4.85  5.76  6.01  6.61 -0.39  0.06  0.52  1.22  0.92  0.65  1.10  0.73  0.40  0.90  1.17  0.95  1.12  1.05
2013 06 -0.44  0.74  1.51  3.36  5.33  8.07  8.83  9.93  8.10  8.52  7.65  8.54  9.11 10.38 10.69  9.98 -0.37  0.03  0.62  0.56  1.82  1.63  0.99  0.18 -0.56  0.92  1.13  1.22  1.32  1.32
2013 07  0.94  2.79  4.35  7.53 10.11 11.14 14.84 16.33 14.42 14.05  9.55 15.74 16.19 16.97 16.07 13.90 -0.95 -0.14  0.38 -0.14  1.85  2.37  1.86  0.44 -1.14  1.89  2.21  2.02  1.83  1.66
2013 08  3.22  5.24  6.45  9.82 13.08 13.47 16.71 18.35 17.56 15.39  9.01 18.28 18.83 18.66 15.35 14.16 -0.93 -0.57  0.43  0.46  1.32  1.49  1.62 -0.03 -1.24  1.06  1.34  0.68 -1.06  0.47
2013 09  2.10  4.02  5.23  8.15 12.69 13.70 15.88 17.90 15.62 12.42  6.58 15.33 17.15 17.51 15.86 13.45 -0.10 -0.36  1.25  1.11  2.55  2.48  1.48 -0.17 -0.94  0.58  1.38  0.77  0.07  0.34
2013 10  1.06  2.19  3.09  5.31  8.66 10.93 11.33 12.96 11.44  9.14  5.45 11.31 13.14 14.65 13.87 12.31  0.49  0.30  0.50  0.61  1.21  0.55  0.77  0.82  1.02  0.55  0.92  1.13  0.61  0.65
2013 11  0.10  0.39  1.13   -99  4.64   -99  6.94   -99   -99  4.62  1.85   -99   -99   -99  9.49  9.72  0.21   -99 -0.22   -99  0.23   -99   -99  0.29 -0.07   -99   -99   -99 -0.04  0.38
2013 12   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99
2014 01   -99   -99   -99   -99 -0.75   -99  1.52  1.73   -99   -99   -99 -0.42  1.08  2.48  2.14   -99   -99   -99 -1.27   -99 -0.65 -1.42   -99   -99   -99 -1.36 -0.91 -0.46 -0.47   -99
2014 02   -99   -99   -99   -99   -99   -99  0.79  1.81  0.06   -99   -99   -99  0.81  1.60  0.91  2.72   -99   -99   -99   -99 -0.79 -0.28 -0.72   -99   -99   -99 -0.23 -0.07 -0.32  0.03
2014 03   -99   -99   -99   -99   -99   -99  0.23   -99 -0.33   -99 -1.31   -99  0.26  1.51  0.88  2.61   -99   -99   -99   -99 -0.83   -99 -0.62   -99 -0.82   -99 -0.33  0.21 -0.03  0.30
2014 04   -99   -99   -99   -99 -0.81  2.19  0.92  2.16  0.33 -1.02  0.78 -0.73  1.29  3.01  2.29  3.57   -99   -99 -1.36 -1.71 -0.87 -0.26 -0.59 -1.00 -0.45 -0.94 -0.01  0.86  0.34  0.32
2014 05   -99   -99   -99   -99  0.90  3.27   -99  3.97  3.18  3.19  5.75  2.79  4.04  5.94  5.51  5.96   -99   -99 -0.80 -2.01   -99 -0.63  0.07  0.10  1.27  0.10  0.36  1.13  0.62  0.40
2014 06   -99   -99  2.34  3.48  4.71   -99   -99  7.34  7.91  9.49 10.86  8.10  8.21 10.14 10.34  9.41  0.46  0.15  0.00   -99   -99 -0.96  0.80  1.15  2.65  0.48  0.23  0.98  0.97  0.75
2014 07  2.34  4.60  6.84 10.17 11.19 10.96 12.48 14.12 13.97 14.88  9.54 14.86 15.46 15.05 13.01 13.11  1.54  2.50  1.46 -0.32 -0.51  0.16  1.41  1.27 -1.15  1.01  1.48  0.10 -1.23  0.87
2014 08  4.00  7.04  9.55 13.17 15.30 13.87 16.74 18.75 18.56 17.12 13.78 18.92 19.55 19.04 17.12 14.73  2.17  2.78  2.65  0.86  1.35  1.89  2.62  1.70  3.53  1.70  2.06  1.06  0.71  1.04
2014 09  2.79  4.41  5.89  9.75 12.53 11.55 13.73 16.18 15.29 12.64  8.00 15.33 17.19 17.75 17.00 14.56  0.56  1.24  1.09 -1.04  0.40  0.76  1.15  0.05  0.48  0.58  1.42  1.01  1.21  1.45
2014 10  0.98  2.02  2.86  5.57  8.88  9.67  9.77 13.06 11.83  8.53  5.01 11.35 13.78 14.97 14.80 13.39  0.26  0.56  0.72 -0.65 -0.35  0.65  1.16  0.21  0.58  0.59  1.56  1.45  1.54  1.73
2014 11  0.05  0.74  1.11  2.57  5.75   -99  7.54   -99  7.69  4.41  2.13  6.36  8.66 10.69 11.02 11.25  0.19  0.40  0.89   -99  0.83   -99  0.84  0.08  0.21 -0.22  0.70  1.38  1.49  1.91
2014 12   -99   -99   -99   -99  2.34  5.68   -99   -99   -99   -99 -0.35   -99   -99  7.32  6.91   -99   -99   -99  0.23 -0.48   -99   -99   -99   -99 -0.37   -99   -99  1.64  1.03   -99
2015 01   -99   -99   -99   -99   -99   -99  2.11   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99 -0.06   -99   -99   -99   -99   -99   -99   -99   -99   -99
2015 02   -99   -99   -99   -99   -99  3.04  1.46   -99   -99   -99   -99   -99   -99   -99  1.69   -99   -99   -99   -99 -0.76 -0.12   -99   -99   -99   -99   -99   -99   -99  0.46   -99
2015 03   -99   -99   -99   -99   -99   -99   -99   -99   -99   -99 -1.06   -99  0.87  1.27  0.40  2.35   -99   -99   -99   -99   -99   -99   -99   -99 -0.57   -99  0.28 -0.03 -0.51  0.04
2015 04   -99   -99   -99   -99 -1.02  1.70  1.60  2.35  0.61 -0.96  1.28   -99  1.40  1.87  0.97  2.99   -99   -99 -1.57 -2.20 -0.19 -0.07 -0.31 -0.94  0.05   -99  0.10 -0.28 -0.98 -0.26
2015 05   -99   -99 -0.35  0.40  1.08  2.73  3.71  4.51  3.19  2.54  4.89  2.32  3.83  5.18  4.93  5.28 -0.64 -0.38 -0.62 -2.55  0.15 -0.09  0.08 -0.55  0.41 -0.37  0.15  0.37  0.04 -0.28
2015 06   -99  1.44  2.39  3.57  4.32  4.95  7.00  7.55  6.51  7.72  8.51  6.44  7.46  9.02  9.23  8.30  0.51  0.24 -0.39 -2.56 -0.01 -0.75 -0.60 -0.62  0.30 -1.18 -0.52 -0.14 -0.14 -0.36
2015 07  1.69   -99   -99   -99  8.46   -99  9.39 11.19 11.27 13.00 10.98 12.97 13.07 15.05 15.09 12.66   -99   -99 -1.27   -99 -3.60 -2.77 -1.29 -0.61  0.29 -0.88 -0.91  0.10  0.85  0.42
2015 08  3.52  4.74  7.06  9.90 11.83 11.79 15.35 16.17 15.08 16.48 11.99 17.41 17.25 18.40 18.03 15.00 -0.32 -0.49 -0.82 -1.22 -0.04 -0.69 -0.86  1.06  1.74  0.19 -0.24  0.42  1.62  1.31
2015 09  2.38  3.85  4.74  7.55 11.09 11.80 14.53 16.23 15.48 14.02  9.20 15.99 17.06 18.16 18.19 14.83 -0.59 -0.96 -0.35 -0.79  1.20  0.81  1.34  1.43  1.68  1.24  1.29  1.42  2.40  1.72
2015 10  1.06  2.05  2.79  4.43  8.15  9.81  9.97 13.28 11.47  8.81  4.83 11.44 13.63 14.93 14.82 12.48  0.19 -0.58 -0.01 -0.51 -0.15  0.87  0.80  0.49  0.40  0.68  1.41  1.41  1.56  0.82
2015 11 -0.59  0.10  0.54  1.68  3.72  6.24  5.24  8.77  7.00  4.31  2.42  6.30  8.88 10.25 10.57 10.43 -0.38 -0.49 -1.14 -2.06 -1.47 -0.07  0.15 -0.02  0.50 -0.28  0.92  0.94  1.04  1.09
2015 12   -99   -99   -99  0.10  1.70   -99  2.51   -99  4.53  1.93  0.78  4.23   -99  7.28  6.87  7.96   -99 -0.65 -0.41   -99 -1.31   -99  0.83  0.37  0.76  1.01   -99  1.60  0.99  1.18
2016 01   -99   -99   -99   -99  0.00  3.19  0.85   -99   -99 -0.27   -99   -99  3.52  4.74  4.39  5.76   -99   -99 -0.52 -1.15 -1.32   -99   -99  0.04   -99   -99  1.53  1.80  1.78  1.67
2016 02   -99   -99   -99   -99   -99   -99  0.06  1.29   -99   -99   -99   -99  1.61  2.66  2.47  3.82   -99   -99   -99   -99 -1.52 -0.80   -99   -99   -99   -99  0.57  0.99  1.24  1.13
2016 03   -99   -99   -99   -99 -1.12  2.73  0.85  1.20  0.71 -1.43 -0.80 -0.49  1.67  2.73  2.40  3.71   -99   -99 -1.44 -0.94 -0.21 -0.41  0.42 -0.40 -0.31  0.04  1.08  1.43  1.49  1.40
2016 04   -99   -99   -99   -99 -0.57  3.67  0.99  1.97  1.26 -0.21  1.72  0.43  2.22  3.40  3.33  4.79   -99   -99 -1.12 -0.23 -0.80 -0.45  0.34 -0.19  0.49  0.22  0.92  1.25  1.38  1.54
2016 05   -99   -99   -99  0.58  1.17  3.83  3.02  4.17  3.69  4.23  5.89  3.45  4.60  6.01  6.01  6.96   -99 -0.20 -0.53 -1.45 -0.54 -0.43  0.58  1.14  1.41  0.76  0.92  1.20  1.12  1.40
2016 06  0.88  2.49  1.82  3.03  4.17   -99  6.80  8.63  8.21  8.05  9.76  7.74  9.17  9.82 10.54 10.41 -0.06 -0.30 -0.54   -99 -0.21  0.33  1.10 -0.29  1.55  0.12  1.19  0.66  1.17  1.75
2016 07  2.37  5.45  5.53  8.03  8.95   -99 12.43 14.11 13.07 13.60 11.30 14.25 14.33 15.13 15.11 13.90  0.23  0.36 -0.78   -99 -0.56  0.15  0.51 -0.01  0.61  0.40  0.35  0.18  0.87  1.66
2016 08  4.29  6.45  6.94 10.77 13.01 12.94 14.85 17.29 16.87 16.11 11.43 18.15 18.53 18.94 17.73 14.82 -0.44  0.38  0.36 -0.07 -0.54  0.43  0.93  0.69  1.18  0.93  1.04  0.96  1.32  1.13
2016 09  2.22  3.96  4.52  7.67 10.42 11.52 13.40 15.96 13.83 12.73  8.99 14.75 17.15 18.26 17.20 14.85 -0.81 -0.84 -1.02 -1.07  0.07  0.54 -0.31  0.14  1.47  0.00  1.38  1.52  1.41  1.74
2016 10  0.97  1.98  2.25  4.42  6.90  8.42  8.91 12.65 10.55  8.63  6.00 10.16 12.63 14.16 14.02 13.08 -0.35 -0.59 -1.26 -1.90 -1.21  0.24 -0.12  0.31  1.57 -0.60  0.41  0.64  0.76  1.42
2016 11 -0.25  0.40  0.83  2.57  6.03   -99  8.24 11.42  8.83  5.67   -99  7.89  9.29 10.58 10.62 10.81 -0.09  0.40  1.17   -99  1.53  2.58  1.98  1.34   -99  1.31  1.33  1.27  1.09  1.47
2016 12   -99   -99   -99   -99  2.06   -99  3.47   -99   -99  1.81  0.95   -99   -99  6.05  6.05   -99   -99   -99 -0.05   -99 -0.35   -99   -99  0.25  0.93   -99   -99  0.37  0.17   -99
